province,year,Total agricultural machinery power (10^4 kW) (China Rural Statistical Yearbook),Total agricultural output value (10^8 yuan) (China Rural Statistical Yearbook),Agricultural mechanization service organizations at year-end (units) (China Agricultural Machinery Industry Yearbook),Agricultural machinery households at year-end (units) (China Agricultural Machinery Industry Yearbook),Cultivated land area per agricultural laborer (10^3 ha/10^4 persons),Machine-ploughing rate (%),Machine-sowing rate (%),Machine-harvesting rate (%),Mechanized irrigation rate (%),Mechanized plant-protection rate (%),Agricultural machinery power per sown area (10^4 kW/10^3 ha),Agricultural output value per agricultural laborer (10^8 yuan/10^4 persons),Agricultural output value per unit cultivated area (10^8 yuan/10^3 ha),Operation income of agricultural machinery per 10^4 kW (10^8 yuan/10^4 kW),Agricultural carbon emissions,M_entropy,M_equal
Sichuan,2021,0.7035616277706109,1.01,0.964295837023915,0.7328351253274734,0.1034388578942477,0.4342381050228954,0.2708967584463976,0.3134175436282524,0.3295411402417662,0.2983111728581051,0.2027851459118708,0.0998679481030313,0.5041623643138798,0.7552686779148321,0.275313085573623,0.4215442890408254,0.4665288926687266
Sichuan,2020,0.7045829724967898,1.01,0.9782473982970672,0.7156557032293688,0.1124037071982277,0.2988087161479434,0.2362765979350845,0.2779767812006802,0.3422943132387174,0.2920524110399973,0.1774509259748158,0.1387724765757373,0.4490658961296468,0.7300577480741458,0.289418857869499,0.4082883072430913,0.4502043003605148
Sichuan,2019,0.7096260969095766,1.01,0.9915848877272188,0.7151275001590933,0.1195647199352319,0.2787186961569691,0.2327518340409806,0.2639226636004176,0.3906552939523646,0.2908345587244973,0.1967048227746822,0.2251785211746443,0.3757632689498238,0.5973193109125405,0.263899517303776,0.4044608125732376,0.4441101128214545
Sichuan,2018,0.7092309839064777,1.01,1.01,0.6788896037759132,0.1274882433896596,0.2055403089644161,0.2106764835456624,0.2493125559236844,0.199883109433913,0.2963046201401539,0.2236758834698886,0.2478684994646911,0.3253777590602814,0.5039063868582256,0.2501199683400359,0.3817459273588364,0.4165516270848669
Sichuan,2017,0.7043031125325064,1.01,1.01,0.684375137999224,0.1621831907165811,0.2394439373434381,0.2095274240428206,0.2893524532549789,0.2042929022370856,0.3205297443911657,0.1253489171673351,0.2680237604122786,0.2314037277110547,0.7150135452788003,0.23833062583853,0.3854140245380371,0.4274752319283866
Sichuan,2016,0.6245110597165392,1.0089904952279842,1.01,0.6915806545320997,0.1747056844836369,0.2395683529233235,0.1691354290103425,0.2705485706291838,0.1959478175437331,0.3276860351240168,0.1263022816276129,0.238802493887017,0.1670136267969971,0.6849486253927376,0.234522386018393,0.3686236707604249,0.4109509008609079
Sichuan,2015,0.6731847725162489,0.901407545064235,1.01,0.6886964509905993,0.144240217731525,0.3190061282538611,0.1459879247261692,0.2950990080812529,0.2205316553644149,0.3208819251552949,0.1582265436576265,0.1844053983661705,0.198062978448369,0.3571683650410873,0.2561141325536969,0.352862354224547,0.39153420306337
Sichuan,2014,0.6569750320102433,0.9210011396695575,1.01,0.6482296927064051,0.1308866287102698,0.2935690080531454,0.1252761572093862,0.2458789281429607,0.2387235691819099,0.3005933595028227,0.1465932229582151,0.1824186631907014,0.0947313596113103,0.1951790241499583,0.26056527739289,0.3258169766189208,0.3633747374993183
Sichuan,2013,0.6471057390784954,0.9217676514772156,1.01,0.6191670509887703,0.1325632970397403,0.2518631849234423,0.086957522095402,0.2329319696781298,0.2756768580177455,0.2866939236654706,0.1515175576617447,0.2327216872844091,0.3021711053562133,0.3513798854209533,0.264119047248954,0.3491827439605066,0.384442431995779
Guizhou,2022,0.3981691272471628,0.5982331187852514,0.0694735319641307,0.1837831680428361,0.2377575257581652,0.4618074927499127,0.01,0.113262210731654,0.1485186114148343,0.01,0.3127376335357335,0.3259820518903627,0.3412718993898367,0.7827797054196897,0.7870993276419402,0.3014810035583781,0.318725026971434
Guizhou,2021,0.3915380555881319,0.6124349898982105,0.0663920873929731,0.1729799050000187,0.3906137868471948,0.4146044312670673,0.01,0.0953124756628534,0.1474773350009472,0.01,0.2342775687361351,0.4133768194906201,0.336618374977441,0.8125669695112018,0.785016812597002,0.3099530347191248,0.3262139741313198
Guizhou,2020,0.3803377430047481,0.5892852558854911,0.0664096499526963,0.1654910756471615,0.4477795276677886,0.4085904414328304,0.01,0.0718328539419764,0.1499396888014497,0.01,0.155513607011781,0.3914937603227815,0.2651528336393703,0.693567359114225,0.7964619994809861,0.2904375476475428,0.3067903863935524
Guizhou,2019,0.37422739412438,0.572435282787663,0.075581561126292,0.3733388465086278,0.4124243731573738,0.3932361569470267,0.01,0.042118123312182,0.1720933437845998,0.01,0.1452654745794964,0.4007804472829946,0.2312907312973012,0.5680227127982336,0.789869706132417,0.2855966996458831,0.3047122769225725
Guizhou,2018,0.3639179509442153,0.5441692335566221,0.0733930133551058,0.4033201993306938,0.3571245291972612,0.3561615643449324,0.01,0.0360392576040952,0.01,0.01,0.1579108036191142,0.3598508999544416,0.1420122797515577,0.3974634241582854,0.767473630637034,0.2490087172827304,0.2659224524302239
Guizhou,2017,0.3426710923745377,0.5104406617282099,0.1176693627029197,0.3924301129526488,0.3558217187752847,0.2046250757791496,0.01,0.01,0.01,0.01,0.01,0.2941048098687182,0.0805380601704453,0.2530559349629003,0.765820375114703,0.209747727013709,0.2244784802953011
Guizhou,2016,0.2944689557018324,0.4979560300664201,0.1327359781121751,0.3869383021540286,0.0664454832561124,0.01,0.01,0.01,0.01,0.01,0.01,0.1019281725767385,0.0711117767912735,0.279527639186339,0.754838887444196,0.1632219575748379,0.1763967483526077
Guizhou,2015,0.390099040544723,0.4624030119906051,0.1386840780716962,0.3903472456134979,0.0366294462813299,0.01,0.01,0.01,0.01,0.01,0.1575283669508239,0.0851077260658873,0.0972204635312578,0.2254111366386289,0.766869198604718,0.1774015360215404,0.1866866476195445
Guizhou,2014,0.3846158770806658,0.370880587720209,0.1425988700564971,0.3629486856719733,0.01,0.01,0.01,0.01,0.01,0.01,0.167533256766376,0.01,0.1230494067785188,0.2169947685985644,0.774852833575317,0.167778653319501,0.1742316190832081
Guizhou,2013,0.3630055914121219,0.2853463528626273,0.1331253159579846,0.3442265186097193,0.01,0.01,0.01,0.01,0.01,0.01,0.1612430020043032,0.01,0.01,0.1092787878352151,0.787257666648648,0.1474548641565948,0.1508988823553746
Yunnan,2022,0.413649980630999,0.6570118005907785,0.0485883714203066,0.6338127723109993,0.01,0.01,0.0401262290469606,0.01,0.2654032518461946,0.2270782042465096,0.0828220678393968,0.01,0.451489224633098,1.01,0.3476404618463601,0.2435014910019964,0.2811748242941069
Yunnan,2021,0.4111082444001407,0.6767071046695751,0.0512164157071154,0.5981839257440482,0.01,0.01,0.0297916669733659,0.01,0.2664987644666671,0.2271807495572718,0.0378468036294474,0.01,0.5138128841829698,1.01,0.351415952299731,0.2428200854154025,0.2809175007753555
Yunnan,2020,0.4108421178367725,0.6156662032085004,0.050267265846736,0.5789283426872435,0.01,0.01,0.0267353638044052,0.01,0.2761169628845611,0.2244401390635586,0.01,0.01,0.5559255531139867,1.01,0.341058058757859,0.2393652400859637,0.2759986671469082
Yunnan,2019,0.4092979778710416,0.6064416719740404,0.0543150766306284,0.5700733250254704,0.01,0.01,0.03212401773448,0.01,0.3109135580121832,0.2238311432009653,0.0381062347454739,0.0875936377185973,0.5485040690894362,1.01,0.338634226892563,0.2495067102772796,0.2839889959263253
Yunnan,2018,0.4130357530466061,0.5306813818338675,0.0513483408176357,0.5349458053560454,0.01,0.01,0.0298764414872643,0.01,0.1289446653870949,0.2252833500958026,0.0948433969749347,0.0258901519162919,0.5265882310909168,1.01,0.321507459696,0.2308519110339259,0.261529665180164
Yunnan,2017,0.5612267609956227,0.4859448315144256,0.04980955658808,0.5415543838851434,0.01,0.01,0.0286940857893769,0.0230743082942952,0.1407757964455726,0.2427936015035648,0.2144185084176802,0.01,0.4549610126856021,1.01,0.214985043802996,0.2341439172401496,0.2665491926614906
Yunnan,2016,0.5019498309909268,0.513379039258823,0.0469904240766073,0.5251712190107213,0.01,0.0280595881189938,0.0311201031681437,0.0274380435992433,0.1517551288231991,0.2402954857666637,0.2046708704584997,0.01,0.4821024285484976,1.01,0.229260742694497,0.2356675251467251,0.2674795269676544
Yunnan,2015,0.5073692355307954,0.4817564084401493,0.0426603657513561,0.5237765257065866,0.01,0.158389960863243,0.0257844887524913,0.0241585403142666,0.1843516050081809,0.2364189134772104,0.1848949144289868,0.01,0.6766559473708962,1.01,0.262508685663884,0.2566624363926831,0.2892483727538698
Yunnan,2014,0.5057106274007682,0.522573181093199,0.0421468926553672,0.4637999259533506,0.0169105439759968,0.15125638622793,0.0180066259113093,0.0144627234081631,0.1810708233579541,0.2135741231189298,0.1692090079922389,0.0288685307915865,0.7008747583473482,1.01,0.28238873393386,0.2562052455576138,0.2880568589445334
Yunnan,2013,0.5006339699026066,0.4997679853113003,0.033591529517497,0.4470237820194053,0.0129205976023169,0.1477326701814737,0.0173193286410532,0.0114439961955389,0.1591621177014169,0.2114468471221373,0.1792768112433233,0.0737148393894657,0.1227996596333204,0.1836867713323448,0.313339023783418,0.1679075888557353,0.1942573286384412
